Time,PID,Event
32378,260,Job started at CPU.
32389,260,Job finished at CPU.
32389,260,Going to disk
32389,260,Arrived at disk 1
32488,261,Job arrived at CPU.
32488,261,Job started at CPU.
32502,261,Job finished at CPU.
32502,261,Going to disk
32502,261,Arrived at disk 2
32522,87,Job finished at disk 1.
32522,87,Returning to CPU
32522,89,Job started at disk 1.
32522,87,Job arrived at CPU.
32522,87,Job started at CPU.
32537,87,Job finished at CPU.
32537,87,Going to disk
32537,87,Arrived at disk 1
32600,262,Job arrived at CPU.
32600,262,Job started at CPU.
32615,262,Job finished at CPU.
32615,262,Going to disk
32615,262,Arrived at disk 1
32720,263,Job arrived at CPU.
32720,263,Job started at CPU.
32732,263,Job finished at CPU.
32732,263,Going to disk
32732,263,Arrived at disk 2
32832,264,Job arrived at CPU.
32832,264,Job started at CPU.
32842,264,Job finished at CPU.
32842,264,Going to disk
32842,264,Arrived at disk 1
32950,26,Job finished at disk 2.
32950,26,Returning to CPU
32950,84,Job started at disk 2.
32950,26,Job arrived at CPU.
32950,26,Job started at CPU.
32955,265,Job arrived at CPU.
32964,26,Job finished at CPU.
32964,26,Going to disk
32964,265,Job started at CPU.
32964,26,Arrived at disk 2
32975,265,Job finished at CPU.
32975,265,Going to disk
32975,265,Arrived at disk 2
33045,89,Job finished at disk 1.
33045,89,Returning to CPU
33045,91,Job started at disk 1.
33045,89,Job arrived at CPU.
33045,89,Job started at CPU.
33059,89,Job finished at CPU.
33059,89,Going to disk
33059,89,Arrived at disk 1
33075,266,Job arrived at CPU.
33075,266,Job started at CPU.
33089,266,Job finished at CPU.
33089,266,Going to disk
33089,266,Arrived at disk 1
33182,267,Job arrived at CPU.
33182,267,Job started at CPU.
33194,267,Job finished at CPU.
33194,267,Going to disk
33194,267,Arrived at disk 2
33331,268,Job arrived at CPU.
33331,268,Job started at CPU.
33342,268,Job finished at CPU.
33342,268,Going to disk
33342,268,Arrived at disk 1
33458,269,Job arrived at CPU.
33458,269,Job started at CPU.
33472,269,Job finished at CPU.
33472,269,Going to disk
33472,269,Arrived at disk 2
33566,84,Job finished at disk 2.
33566,84,Returning to CPU
33566,10,Job started at disk 2.
33566,84,Job arrived at CPU.
33566,84,Job started at CPU.
33579,84,Job finished at CPU.
33579,84,Job complete.
33591,270,Job arrived at CPU.
33591,270,Job started at CPU.
33606,270,Job finished at CPU.
33606,270,Job complete.
33671,91,Job finished at disk 1.
33671,91,Returning to CPU
33671,32,Job started at disk 1.
33671,91,Job arrived at CPU.
33671,91,Job started at CPU.
33682,91,Job finished at CPU.
33682,91,Going to disk
33682,91,Arrived at disk 1
33737,271,Job arrived at CPU.
33737,271,Job started at CPU.
33748,271,Job finished at CPU.
33748,271,Job complete.
33865,272,Job arrived at CPU.
33865,272,Job started at CPU.
33875,272,Job finished at CPU.
33875,272,Going to disk
33875,272,Arrived at disk 2
34002,273,Job arrived at CPU.
34002,273,Job started at CPU.
34013,273,Job finished at CPU.
34013,273,Going to disk
34013,273,Arrived at disk 1
34115,274,Job arrived at CPU.
34115,274,Job started at CPU.
34128,274,Job finished at CPU.
34128,274,Going to disk
34128,274,Arrived at disk 2
34255,275,Job arrived at CPU.
34255,275,Job started at CPU.
34267,275,Job finished at CPU.
34267,275,Going to disk
34267,275,Arrived at disk 1
34376,32,Job finished at disk 1.
34376,32,Returning to CPU
34376,94,Job started at disk 1.
34376,32,Job arrived at CPU.
34376,32,Job started at CPU.
34389,32,Job finished at CPU.
34389,32,Going to disk
34389,32,Arrived at disk 1
34390,276,Job arrived at CPU.
34390,276,Job started at CPU.
34404,276,Job finished at CPU.
34404,276,Going to disk
34404,276,Arrived at disk 2
34432,10,Job finished at disk 2.
34432,10,Returning to CPU
34432,8,Job started at disk 2.
34432,10,Job arrived at CPU.
34432,10,Job started at CPU.
34444,10,Job finished at CPU.
34444,10,Going to disk
34444,10,Arrived at disk 2
34536,277,Job arrived at CPU.
34536,277,Job started at CPU.
34548,277,Job finished at CPU.
34548,277,Going to disk
34548,277,Arrived at disk 1
34656,278,Job arrived at CPU.
34656,278,Job started at CPU.
34669,278,Job finished at CPU.
34669,278,Job complete.
34794,279,Job arrived at CPU.
34794,279,Job started at CPU.
34809,279,Job finished at CPU.
34809,279,Going to disk
34809,279,Arrived at disk 2
34907,280,Job arrived at CPU.
34907,280,Job started at CPU.
34917,280,Job finished at CPU.
34917,280,Going to disk
34917,280,Arrived at disk 1
35037,281,Job arrived at CPU.
35037,281,Job started at CPU.
35049,281,Job finished at CPU.
35049,281,Going to disk
35049,281,Arrived at disk 2
35074,94,Job finished at disk 1.
35074,94,Returning to CPU
35074,96,Job started at disk 1.
35074,94,Job arrived at CPU.
35074,94,Job started at CPU.
35085,94,Job finished at CPU.
35085,94,Going to disk
35085,94,Arrived at disk 1
35165,8,Job finished at disk 2.
35165,8,Returning to CPU
35165,88,Job started at disk 2.
35165,8,Job arrived at CPU.
35165,8,Job started at CPU.
35175,282,Job arrived at CPU.
35178,8,Job finished at CPU.
35178,8,Going to disk
35178,282,Job started at CPU.
35178,8,Arrived at disk 2
35188,282,Job finished at CPU.
35188,282,Going to disk
35188,282,Arrived at disk 1
35314,283,Job arrived at CPU.
35314,283,Job started at CPU.
35325,283,Job finished at CPU.
35325,283,Job complete.
35457,284,Job arrived at CPU.
35457,284,Job started at CPU.
35470,284,Job finished at CPU.
35470,284,Going to disk
35470,284,Arrived at disk 2
35559,285,Job arrived at CPU.
35559,285,Job started at CPU.
35574,285,Job finished at CPU.
35574,285,Going to disk
35574,285,Arrived at disk 1
35693,286,Job arrived at CPU.
35693,286,Job started at CPU.
35695,96,Job finished at disk 1.
35695,96,Returning to CPU
35695,35,Job started at disk 1.
35695,96,Job arrived at CPU.
35703,286,Job finished at CPU.
35703,286,Job complete.
35703,96,Job started at CPU.
35717,96,Job finished at CPU.
35717,96,Going to disk
35717,96,Arrived at disk 1
35795,287,Job arrived at CPU.
35795,287,Job started at CPU.
35805,287,Job finished at CPU.
35805,287,Going to disk
35805,287,Arrived at disk 2
35882,88,Job finished at disk 2.
35882,88,Returning to CPU
35882,90,Job started at disk 2.
35882,88,Job arrived at CPU.
35882,88,Job started at CPU.
35894,88,Job finished at CPU.
35894,88,Going to disk
35894,88,Arrived at disk 2
35924,288,Job arrived at CPU.
35924,288,Job started at CPU.
35936,288,Job finished at CPU.
35936,288,Going to disk
35936,288,Arrived at disk 1
36058,289,Job arrived at CPU.
36058,289,Job started at CPU.
36073,289,Job finished at CPU.
36073,289,Going to disk
36073,289,Arrived at disk 2
36170,290,Job arrived at CPU.
36170,290,Job started at CPU.
36181,290,Job finished at CPU.
36181,290,Job complete.
36297,35,Job finished at disk 1.
36297,35,Returning to CPU
36297,99,Job started at disk 1.
36297,35,Job arrived at CPU.
36297,35,Job started at CPU.
36306,291,Job arrived at CPU.
36312,35,Job finished at CPU.
36312,35,Going to disk
36312,291,Job started at CPU.
36312,35,Arrived at disk 1
36324,291,Job finished at CPU.
36324,291,Going to disk
36324,291,Arrived at disk 1
36409,292,Job arrived at CPU.
36409,292,Job started at CPU.
36419,292,Job finished at CPU.
36419,292,Going to disk
36419,292,Arrived at disk 2
36522,293,Job arrived at CPU.
36522,293,Job started at CPU.
36535,293,Job finished at CPU.
36535,293,Job complete.
36606,90,Job finished at disk 2.
36606,90,Returning to CPU
36606,92,Job started at disk 2.
36606,90,Job arrived at CPU.
36606,90,Job started at CPU.
36616,90,Job finished at CPU.
36616,90,Going to disk
36616,90,Arrived at disk 2
36636,294,Job arrived at CPU.
36636,294,Job started at CPU.
36649,294,Job finished at CPU.
36649,294,Going to disk
36649,294,Arrived at disk 1
36774,295,Job arrived at CPU.
36774,295,Job started at CPU.
36788,295,Job finished at CPU.
36788,295,Job complete.
36894,296,Job arrived at CPU.
36894,296,Job started at CPU.
36905,296,Job finished at CPU.
36905,296,Going to disk
36905,296,Arrived at disk 2
36937,99,Job finished at disk 1.
36937,99,Returning to CPU
36937,103,Job started at disk 1.
36937,99,Job arrived at CPU.
36937,99,Job started at CPU.
36952,99,Job finished at CPU.
36952,99,Going to disk
36952,99,Arrived at disk 1
37013,297,Job arrived at CPU.
37013,297,Job started at CPU.
37026,297,Job finished at CPU.
37026,297,Going to disk
37026,297,Arrived at disk 1
37160,298,Job arrived at CPU.
37160,298,Job started at CPU.
37173,298,Job finished at CPU.
37173,298,Going to disk
37173,298,Arrived at disk 2
37252,92,Job finished at disk 2.
37252,92,Returning to CPU
37252,93,Job started at disk 2.
37252,92,Job arrived at CPU.
37252,92,Job started at CPU.
37262,92,Job finished at CPU.
37262,92,Going to disk
37262,92,Arrived at disk 2
37287,299,Job arrived at CPU.
37287,299,Job started at CPU.
37297,299,Job finished at CPU.
37297,299,Going to disk
37297,299,Arrived at disk 1
37395,300,Job arrived at CPU.
37395,300,Job started at CPU.
37407,300,Job finished at CPU.
37407,300,Going to disk
37407,300,Arrived at disk 2
37531,301,Job arrived at CPU.
37531,301,Job started at CPU.
37546,301,Job finished at CPU.
37546,301,Going to disk
37546,301,Arrived at disk 1
37575,103,Job finished at disk 1.
37575,103,Returning to CPU
37575,104,Job started at disk 1.
37575,103,Job arrived at CPU.
37575,103,Job started at CPU.
37587,103,Job finished at CPU.
37587,103,Going to disk
37587,103,Arrived at disk 1
37669,302,Job arrived at CPU.
37669,302,Job started at CPU.
37680,302,Job finished at CPU.
37680,302,Going to disk
37680,302,Arrived at disk 2
37801,303,Job arrived at CPU.
37801,303,Job started at CPU.
37814,303,Job finished at CPU.
37814,303,Job complete.
37948,304,Job arrived at CPU.
37948,304,Job started at CPU.
37958,304,Job finished at CPU.
37958,304,Job complete.
38090,305,Job arrived at CPU.
38090,305,Job started at CPU.
38101,305,Job finished at CPU.
38101,305,Going to disk
38101,305,Arrived at disk 1
38132,93,Job finished at disk 2.
38132,93,Returning to CPU
38132,95,Job started at disk 2.
38132,93,Job arrived at CPU.
38132,93,Job started at CPU.
38140,104,Job finished at disk 1.
38140,104,Returning to CPU
38140,106,Job started at disk 1.
38140,104,Job arrived at CPU.
38145,93,Job finished at CPU.
38145,93,Going to disk
38145,104,Job started at CPU.
38145,93,Arrived at disk 2
38156,104,Job finished at CPU.
38156,104,Going to disk
38156,104,Arrived at disk 1
38218,306,Job arrived at CPU.
38218,306,Job started at CPU.
38233,306,Job finished at CPU.
38233,306,Going to disk
38233,306,Arrived at disk 2
38340,307,Job arrived at CPU.
38340,307,Job started at CPU.
38353,307,Job finished at CPU.
38353,307,Going to disk
38353,307,Arrived at disk 1
38452,308,Job arrived at CPU.
38452,308,Job started at CPU.
38464,308,Job finished at CPU.
38464,308,Going to disk
38464,308,Arrived at disk 2
38586,309,Job arrived at CPU.
38586,309,Job started at CPU.
38600,309,Job finished at CPU.
38600,309,Going to disk
38600,309,Arrived at disk 1
38647,106,Job finished at disk 1.
38647,106,Returning to CPU
38647,109,Job started at disk 1.
38647,106,Job arrived at CPU.
38647,106,Job started at CPU.
38659,106,Job finished at CPU.
38659,106,Going to disk
38659,106,Arrived at disk 1
38734,310,Job arrived at CPU.
38734,310,Job started at CPU.
38745,310,Job finished at CPU.
38745,310,Going to disk
38745,310,Arrived at disk 2
38851,311,Job arrived at CPU.
38851,311,Job started at CPU.
38864,311,Job finished at CPU.
38864,311,Going to disk
38864,311,Arrived at disk 1
38972,312,Job arrived at CPU.
38972,312,Job started at CPU.
38975,95,Job finished at disk 2.
38975,95,Returning to CPU
38975,98,Job started at disk 2.
38975,95,Job arrived at CPU.
38985,312,Job finished at CPU.
38985,312,Going to disk
38985,95,Job started at CPU.
38985,312,Arrived at disk 2
38995,95,Job finished at CPU.
38995,95,Going to disk
38995,95,Arrived at disk 2
39118,313,Job arrived at CPU.
39118,313,Job started at CPU.
39132,313,Job finished at CPU.
39132,313,Going to disk
39132,313,Arrived at disk 1
39262,314,Job arrived at CPU.
39262,314,Job started at CPU.
39273,314,Job finished at CPU.
39273,314,Going to disk
39273,314,Arrived at disk 2
39365,315,Job arrived at CPU.
39365,315,Job started at CPU.
39368,109,Job finished at disk 1.
39368,109,Returning to CPU
39368,39,Job started at disk 1.
39368,109,Job arrived at CPU.
39378,315,Job finished at CPU.
39378,315,Going to disk
39378,109,Job started at CPU.
39378,315,Arrived at disk 1
39392,109,Job finished at CPU.
39392,109,Job complete.
39506,316,Job arrived at CPU.
39506,316,Job started at CPU.
39517,316,Job finished at CPU.
39517,316,Going to disk
39517,316,Arrived at disk 1
39646,317,Job arrived at CPU.
39646,317,Job started at CPU.
39656,317,Job finished at CPU.
39656,317,Going to disk
39656,317,Arrived at disk 2
39795,318,Job arrived at CPU.
39795,318,Job started at CPU.
39807,318,Job finished at CPU.
39807,318,Going to disk
39807,318,Arrived at disk 1
39874,98,Job finished at disk 2.
39874,98,Returning to CPU
39874,101,Job started at disk 2.
39874,98,Job arrived at CPU.
39874,98,Job started at CPU.
39888,98,Job finished at CPU.
39888,98,Going to disk
39888,98,Arrived at disk 2
39913,319,Job arrived at CPU.
39913,319,Job started at CPU.
39927,319,Job finished at CPU.
39927,319,Going to disk
39927,319,Arrived at disk 2
40018,39,Job finished at disk 1.
40018,39,Returning to CPU
40018,113,Job started at disk 1.
40018,39,Job arrived at CPU.
40018,39,Job started at CPU.
40031,39,Job finished at CPU.
40031,39,Going to disk
40031,39,Arrived at disk 1
40052,320,Job arrived at CPU.
40052,320,Job started at CPU.
40062,320,Job finished at CPU.
40062,320,Going to disk
40062,320,Arrived at disk 1
40167,321,Job arrived at CPU.
40167,321,Job started at CPU.
40177,321,Job finished at CPU.
40177,321,Going to disk
40177,321,Arrived at disk 2
40278,322,Job arrived at CPU.
40278,322,Job started at CPU.
40290,322,Job finished at CPU.
40290,322,Going to disk
40290,322,Arrived at disk 1
40398,323,Job arrived at CPU.
40398,323,Job started at CPU.
40411,323,Job finished at CPU.
40411,323,Going to disk
40411,323,Arrived at disk 2
40503,324,Job arrived at CPU.
40503,324,Job started at CPU.
40513,324,Job finished at CPU.
40513,324,Going to disk
40513,324,Arrived at disk 1
40601,113,Job finished at disk 1.
40601,113,Returning to CPU
40601,41,Job started at disk 1.
40601,113,Job arrived at CPU.
40601,113,Job started at CPU.
40612,325,Job arrived at CPU.
40614,113,Job finished at CPU.
40614,113,Job complete.
40614,325,Job started at CPU.
40629,325,Job finished at CPU.
40629,325,Going to disk
40629,325,Arrived at disk 1
40701,101,Job finished at disk 2.
40701,101,Returning to CPU
40701,102,Job started at disk 2.
40701,101,Job arrived at CPU.
40701,101,Job started at CPU.
40711,101,Job finished at CPU.
40711,101,Going to disk
40711,101,Arrived at disk 2
40745,326,Job arrived at CPU.
40745,326,Job started at CPU.
40759,326,Job finished at CPU.
40759,326,Going to disk
40759,326,Arrived at disk 2
40871,327,Job arrived at CPU.
40871,327,Job started at CPU.
40882,327,Job finished at CPU.
40882,327,Job complete.
41008,328,Job arrived at CPU.
41008,328,Job started at CPU.
41022,328,Job finished at CPU.
41022,328,Going to disk
41022,328,Arrived at disk 1
41122,329,Job arrived at CPU.
41122,329,Job started at CPU.
41132,329,Job finished at CPU.
41132,329,Going to disk
41132,329,Arrived at disk 2
41244,330,Job arrived at CPU.
41244,330,Job started at CPU.
41257,330,Job finished at CPU.
41257,330,Job complete.
41334,41,Job finished at disk 1.
41334,41,Returning to CPU
41334,115,Job started at disk 1.
41334,41,Job arrived at CPU.
41334,41,Job started at CPU.
41349,41,Job finished at CPU.
41349,41,Going to disk
41349,41,Arrived at disk 1
41390,331,Job arrived at CPU.
41390,331,Job started at CPU.
41401,331,Job finished at CPU.
41401,331,Going to disk
41401,331,Arrived at disk 1
41404,102,Job finished at disk 2.
41404,102,Returning to CPU
41404,11,Job started at disk 2.
41404,102,Job arrived at CPU.
41404,102,Job started at CPU.
41418,102,Job finished at CPU.
41418,102,Job complete.
41527,332,Job arrived at CPU.
41527,332,Job started at CPU.
41542,332,Job finished at CPU.
41542,332,Going to disk
41542,332,Arrived at disk 2
41644,333,Job arrived at CPU.
41644,333,Job started at CPU.
41659,333,Job finished at CPU.
41659,333,Job complete.
41772,334,Job arrived at CPU.
41772,334,Job started at CPU.
41783,334,Job finished at CPU.
41783,334,Going to disk
41783,334,Arrived at disk 2
41886,335,Job arrived at CPU.
41886,335,Job started at CPU.
41897,335,Job finished at CPU.
41897,335,Job complete.
41978,115,Job finished at disk 1.
41978,115,Returning to CPU
41978,117,Job started at disk 1.
41978,115,Job arrived at CPU.
41978,115,Job started at CPU.
41993,115,Job finished at CPU.
41993,115,Going to disk
41993,115,Arrived at disk 1
42036,336,Job arrived at CPU.
42036,336,Job started at CPU.
42046,336,Job finished at CPU.
42046,336,Going to disk
42046,336,Arrived at disk 1
42153,337,Job arrived at CPU.
42153,337,Job started at CPU.
42167,337,Job finished at CPU.
42167,337,Going to disk
42167,337,Arrived at disk 2
42224,11,Job finished at disk 2.
42224,11,Returning to CPU
42224,105,Job started at disk 2.
42224,11,Job arrived at CPU.
42224,11,Job started at CPU.
42236,11,Job finished at CPU.
42236,11,Going to disk
42236,11,Arrived at disk 2
42287,338,Job arrived at CPU.
42287,338,Job started at CPU.
42299,338,Job finished at CPU.
42299,338,Going to disk
42299,338,Arrived at disk 1
42431,339,Job arrived at CPU.
42431,339,Job started at CPU.
42444,339,Job finished at CPU.
42444,339,Going to disk
42444,339,Arrived at disk 2
42531,340,Job arrived at CPU.
42531,340,Job started at CPU.
42541,340,Job finished at CPU.
42541,340,Going to disk
42541,340,Arrived at disk 1
42637,341,Job arrived at CPU.
42637,341,Job started at CPU.
42647,341,Job finished at CPU.
42647,341,Job complete.
42745,117,Job finished at disk 1.
42745,117,Returning to CPU
42745,5,Job started at disk 1.
42745,117,Job arrived at CPU.
42745,117,Job started at CPU.
42756,117,Job finished at CPU.
42756,117,Going to disk
42756,117,Arrived at disk 1
42781,342,Job arrived at CPU.
42781,342,Job started at CPU.
42795,342,Job finished at CPU.
42795,342,Going to disk
42795,342,Arrived at disk 2
42924,343,Job arrived at CPU.
42924,343,Job started at CPU.
42939,343,Job finished at CPU.
42939,343,Going to disk
42939,343,Arrived at disk 1
43026,105,Job finished at disk 2.
43026,105,Returning to CPU
43026,107,Job started at disk 2.
43026,105,Job arrived at CPU.
43026,105,Job started at CPU.
43039,105,Job finished at CPU.
43039,105,Job complete.
43074,344,Job arrived at CPU.
43074,344,Job started at CPU.
43087,344,Job finished at CPU.
43087,344,Going to disk
43087,344,Arrived at disk 2
43199,345,Job arrived at CPU.
43199,345,Job started at CPU.
43214,345,Job finished at CPU.
43214,345,Going to disk
43214,345,Arrived at disk 2
43324,346,Job arrived at CPU.
43324,346,Job started at CPU.
43338,346,Job finished at CPU.
43338,346,Going to disk
43338,346,Arrived at disk 1
43412,5,Job finished at disk 1.
43412,5,Returning to CPU
43412,120,Job started at disk 1.
43412,5,Job arrived at CPU.
43412,5,Job started at CPU.
43423,5,Job finished at CPU.
43423,5,Job complete.
43460,347,Job arrived at CPU.
43460,347,Job started at CPU.
43475,347,Job finished at CPU.
43475,347,Going to disk
43475,347,Arrived at disk 1
43561,348,Job arrived at CPU.
43561,348,Job started at CPU.
43571,348,Job finished at CPU.
43571,348,Going to disk
43571,348,Arrived at disk 2
43667,349,Job arrived at CPU.
43667,349,Job started at CPU.
43674,107,Job finished at disk 2.
43674,107,Returning to CPU
43674,36,Job started at disk 2.
43674,107,Job arrived at CPU.
43677,349,Job finished at CPU.
43677,349,Going to disk
43677,107,Job started at CPU.
43677,349,Arrived at disk 2
43692,107,Job finished at CPU.
43692,107,Going to disk
43692,107,Arrived at disk 1
43775,350,Job arrived at CPU.
43775,350,Job started at CPU.
43788,350,Job finished at CPU.
43788,350,Going to disk
43788,350,Arrived at disk 2
43900,351,Job arrived at CPU.
43900,351,Job started at CPU.
43915,351,Job finished at CPU.
43915,351,Going to disk
43915,351,Arrived at disk 1
44031,352,Job arrived at CPU.
44031,352,Job started at CPU.
44044,352,Job finished at CPU.
44044,352,Going to disk
44044,352,Arrived at disk 2
44114,120,Job finished at disk 1.
44114,120,Returning to CPU
44114,122,Job started at disk 1.
44114,120,Job arrived at CPU.
44114,120,Job started at CPU.
44129,120,Job finished at CPU.
44129,120,Going to disk
44129,120,Arrived at disk 1
44179,353,Job arrived at CPU.
44179,353,Job started at CPU.
44189,353,Job finished at CPU.
44189,353,Going to disk
44189,353,Arrived at disk 1
44329,354,Job arrived at CPU.
44329,354,Job started at CPU.
44340,354,Job finished at CPU.
44340,354,Going to disk
44340,354,Arrived at disk 2
44466,355,Job arrived at CPU.
44466,355,Job started at CPU.
44478,355,Job finished at CPU.
44478,355,Going to disk
44478,355,Arrived at disk 1
44487,36,Job finished at disk 2.
44487,36,Returning to CPU
44487,112,Job started at disk 2.
44487,36,Job arrived at CPU.
44487,36,Job started at CPU.
44499,36,Job finished at CPU.
44499,36,Job complete.
44583,356,Job arrived at CPU.
44583,356,Job started at CPU.
44596,356,Job finished at CPU.
44596,356,Going to disk
44596,356,Arrived at disk 2
44720,357,Job arrived at CPU.
44720,357,Job started at CPU.
44734,357,Job finished at CPU.
44734,357,Going to disk
44734,357,Arrived at disk 2
44827,122,Job finished at disk 1.
44827,122,Returning to CPU
44827,124,Job started at disk 1.
44827,122,Job arrived at CPU.
44827,122,Job started at CPU.
44839,122,Job finished at CPU.
44839,122,Going to disk
44839,122,Arrived at disk 1
44869,358,Job arrived at CPU.
44869,358,Job started at CPU.
44884,358,Job finished at CPU.
44884,358,Going to disk
44884,358,Arrived at disk 1
44986,359,Job arrived at CPU.
44986,359,Job started at CPU.
44998,359,Job finished at CPU.
44998,359,Going to disk
44998,359,Arrived at disk 2
45115,112,Job finished at disk 2.
45115,112,Returning to CPU
45115,114,Job started at disk 2.
45115,360,Job arrived at CPU.
45115,360,Job started at CPU.
45115,112,Job arrived at CPU.
45127,360,Job finished at CPU.
45127,360,Going to disk
45127,112,Job started at CPU.
45127,360,Arrived at disk 2
45140,112,Job finished at CPU.
45140,112,Going to disk
45140,112,Arrived at disk 1
45226,361,Job arrived at CPU.
45226,361,Job started at CPU.
45238,361,Job finished at CPU.
45238,361,Job complete.
45356,362,Job arrived at CPU.
45356,362,Job started at CPU.
45368,362,Job finished at CPU.
45368,362,Going to disk
45368,362,Arrived at disk 2
45435,124,Job finished at disk 1.
45435,124,Returning to CPU
45435,43,Job started at disk 1.
45435,124,Job arrived at CPU.
45435,124,Job started at CPU.
45446,124,Job finished at CPU.
45446,124,Going to disk
45446,124,Arrived at disk 1
45470,363,Job arrived at CPU.
45470,363,Job started at CPU.
45484,363,Job finished at CPU.
45484,363,Going to disk
45484,363,Arrived at disk 1
45571,364,Job arrived at CPU.
45571,364,Job started at CPU.
45584,364,Job finished at CPU.
45584,364,Going to disk
45584,364,Arrived at disk 2
45699,365,Job arrived at CPU.
45699,365,Job started at CPU.
45714,365,Job finished at CPU.
45714,365,Going to disk
45714,365,Arrived at disk 1
45832,366,Job arrived at CPU.
45832,366,Job started at CPU.
45844,366,Job finished at CPU.
45844,366,Going to disk
45844,366,Arrived at disk 2
45957,367,Job arrived at CPU.
45957,367,Job started at CPU.
45960,114,Job finished at disk 2.
45960,114,Returning to CPU
45960,116,Job started at disk 2.
45960,114,Job arrived at CPU.
45967,43,Job finished at disk 1.
45967,43,Returning to CPU
45967,127,Job started at disk 1.
45967,43,Job arrived at CPU.
45970,367,Job finished at CPU.
45970,367,Going to disk
45970,114,Job started at CPU.
45970,367,Arrived at disk 1
45981,114,Job finished at CPU.
45981,114,Going to disk
45981,43,Job started at CPU.
45981,114,Arrived at disk 2
45994,43,Job finished at CPU.
45994,43,Going to disk
45994,43,Arrived at disk 1
46084,368,Job arrived at CPU.
46084,368,Job started at CPU.
46094,368,Job finished at CPU.
46094,368,Going to disk
46094,368,Arrived at disk 2
46210,369,Job arrived at CPU.
46210,369,Job started at CPU.
46225,369,Job finished at CPU.
46225,369,Job complete.
46343,370,Job arrived at CPU.
46343,370,Job started at CPU.
46353,370,Job finished at CPU.
46353,370,Going to disk
46353,370,Arrived at disk 1
46459,371,Job arrived at CPU.
46459,371,Job started at CPU.
46472,371,Job finished at CPU.
46472,371,Going to disk
46472,371,Arrived at disk 2
46505,127,Job finished at disk 1.
46505,127,Returning to CPU
46505,45,Job started at disk 1.
46505,127,Job arrived at CPU.
46505,127,Job started at CPU.
46517,127,Job finished at CPU.
46517,127,Going to disk
46517,127,Arrived at disk 1
46582,116,Job finished at disk 2.
46582,116,Returning to CPU
46582,118,Job started at disk 2.
46582,116,Job arrived at CPU.
46582,116,Job started at CPU.
46585,372,Job arrived at CPU.
46592,116,Job finished at CPU.
46592,116,Going to disk
46592,372,Job started at CPU.
46592,116,Arrived at disk 2
46607,372,Job finished at CPU.
46607,372,Job complete.
46701,373,Job arrived at CPU.
46701,373,Job started at CPU.
46713,373,Job finished at CPU.
46713,373,Going to disk
46713,373,Arrived at disk 1
46840,374,Job arrived at CPU.
46840,374,Job started at CPU.
46855,374,Job finished at CPU.
46855,374,Job complete.
46964,375,Job arrived at CPU.
46964,375,Job started at CPU.
46976,375,Job finished at CPU.
46976,375,Job complete.
47094,376,Job arrived at CPU.
47094,376,Job started at CPU.
47109,376,Job finished at CPU.
47109,376,Going to disk
47109,376,Arrived at disk 2
47172,45,Job finished at disk 1.
47172,45,Returning to CPU
47172,130,Job started at disk 1.
47172,45,Job arrived at CPU.
47172,45,Job started at CPU.
47184,45,Job finished at CPU.
47184,45,Going to disk
47184,45,Arrived at disk 1
47242,377,Job arrived at CPU.
47242,377,Job started at CPU.
47253,377,Job finished at CPU.
47253,377,Job complete.
47326,118,Job finished at disk 2.
47326,118,Returning to CPU
47326,119,Job started at disk 2.
47326,118,Job arrived at CPU.
47326,118,Job started at CPU.
47337,118,Job finished at CPU.
47337,118,Going to disk
47337,118,Arrived at disk 2
47371,378,Job arrived at CPU.
47371,378,Job started at CPU.
47385,378,Job finished at CPU.
47385,378,Going to disk
47385,378,Arrived at disk 1
47494,379,Job arrived at CPU.
47494,379,Job started at CPU.
47508,379,Job finished at CPU.
47508,379,Going to disk
47508,379,Arrived at disk 2
47613,380,Job arrived at CPU.
47613,380,Job started at CPU.
47628,380,Job finished at CPU.
47628,380,Going to disk
47628,380,Arrived at disk 1
47748,381,Job arrived at CPU.
47748,381,Job started at CPU.
47758,381,Job finished at CPU.
47758,381,Going to disk
47758,381,Arrived at disk 2
47868,382,Job arrived at CPU.
47868,382,Job started at CPU.
47878,382,Job finished at CPU.
47878,382,Going to disk
47878,382,Arrived at disk 1
47881,130,Job finished at disk 1.
47881,130,Returning to CPU
47881,47,Job started at disk 1.
47881,130,Job arrived at CPU.
47881,130,Job started at CPU.
47896,130,Job finished at CPU.
47896,130,Going to disk
47896,130,Arrived at disk 1
48014,383,Job arrived at CPU.
48014,383,Job started at CPU.
48028,383,Job finished at CPU.
48028,383,Going to disk
48028,383,Arrived at disk 2
48160,384,Job arrived at CPU.
48160,384,Job started at CPU.
48161,119,Job finished at disk 2.
48161,119,Returning to CPU
48161,121,Job started at disk 2.
48161,119,Job arrived at CPU.
48171,384,Job finished at CPU.
48171,384,Going to disk
48171,119,Job started at CPU.
48171,384,Arrived at disk 2
48184,119,Job finished at CPU.
48184,119,Going to disk
48184,119,Arrived at disk 1
48309,385,Job arrived at CPU.
48309,385,Job started at CPU.
48322,385,Job finished at CPU.
48322,385,Going to disk
48322,385,Arrived at disk 2
48414,386,Job arrived at CPU.
48414,386,Job started at CPU.
48428,386,Job finished at CPU.
48428,386,Job complete.
48467,47,Job finished at disk 1.
48467,47,Returning to CPU
48467,135,Job started at disk 1.
48467,47,Job arrived at CPU.
48467,47,Job started at CPU.
48479,47,Job finished at CPU.
48479,47,Going to disk
48479,47,Arrived at disk 1
48531,387,Job arrived at CPU.
